房产名称,位置,成交日期,户型,价格(HKD),面积(呎),单价,特色
好運中心 D1座 ( 竹林閣 ) 4樓 A室,,註冊處成交,3房,$568,390 呎,"$14,564",
華明邨 耀明樓 (6座) 29樓 24室,,註冊處成交,開放式,$270,381 呎,"$7,087",露台
建泰樓 2樓 6室,,註冊處成交,-,$220,302 呎,"$7,285",
重慶大廈 4樓 D4室,,註冊處成交,-,$300,605 呎,"$4,959",
好運中心 D1座 ( 竹林閣 ) 4樓 A室,,註冊處成交,3房,$568,390 呎,"$14,564",
華明邨 耀明樓 (6座) 29樓 24室,,註冊處成交,開放式,$270,381 呎,"$7,087",露台
太和邨 福和樓(11座) 26樓 24室,,"註冊處成交
一手",開放式,$66.41,-,-,露台
愉景灣 尚堤 1座 (碧蘆) 19樓 E室,,註冊處成交,3房,$837,904 呎,"$9,259",露台 |  | 工作平台
茵怡花園 5座 30樓 C室,,註冊處成交,-,$495,485 呎,"$10,206",平台
逸瓏灣 I 15座(低座) 5&R樓 C室,,註冊處成交,1房,$668,638 呎,"$10,470",複式 |  | 天台 |  | 平台 |  | 露台 |  | 工作平台
黃埔花園 十一期 12座 4樓 F室,,註冊處成交,3房,$690,639 呎,"$10,798",
康怡花園 P座 10樓 13室,,註冊處成交,3房,$778,616 呎,"$12,630",
黃埔花園 十二期 6座 2樓 D室,,註冊處成交,3房,$800,797 呎,"$10,038",
豐盛苑 B座 (華盛閣) 3樓 16室,,註冊處成交,開放式,$170,381 呎,"$4,462",露台
嘉匯 第1座 低層 A室,,成交,2房,"$24,000",507 呎,$47,露台
高宏苑 A座 28樓 2室,,"註冊處成交
一手",-,$148,281 呎,"$5,260",
高宏苑 A座 32樓 19室,,"註冊處成交
一手",-,$231,424 呎,"$5,453",露台
薈朗 1座 高層 B5室,,成交,2房,$528,411 呎,"$12,847",露台
皇都 19樓 A2室,,"註冊處成交
一手",2房,$824,416 呎,"$19,798",露台 |  | 工作平台
港島南岸 Blue Coast II 3座 8樓 H室,,"註冊處成交
一手",3房,"$1,541",718 呎,"$21,462",
KOKO HILLS 1期 3座 2樓 A室,,"註冊處成交
一手",3房,"$1,412",771 呎,"$18,314",露台
瓏門 一期 5座 低層 C室,,成交,2房,"$17,800",488 呎,$36,露台 |  | 工作平台
大埔中心 5期 18座 高層 B室,,成交,2房,"$13,500",384 呎,$35,
滙都 滙都I 2座 2樓 B08室,,"註冊處成交
一手",2房,$418,436 呎,"$9,588",露台 |  | 工作平台
朗天峰 2座 17樓 J室,,"註冊處成交
一手",1房,$321,286 呎,"$11,239",露台 |  | 工作平台
朗天峰 1A座 18樓 G室,,"註冊處成交
一手",2房,$490,403 呎,"$12,147",露台 |  | 工作平台
朗天峰 1B座 3樓 G室,,"註冊處成交
一手",1房,$297,282 呎,"$10,526",露台 |  | 工作平台
朗天峰 1A座 18樓 F室,,"註冊處成交
一手",2房,$499,397 呎,"$12,558",露台 |  | 工作平台
朗天峰 2座 20樓 E室,,"註冊處成交
一手",1房,$380,288 呎,"$13,183",露台 |  | 工作平台
朗天峰 1A座 18樓 H室,,"註冊處成交
一手",2房,$490,403 呎,"$12,147",露台 |  | 工作平台
朗天峰 1B座 10樓 F室,,"註冊處成交
一手",2房,$409,365 呎,"$11,210",露台 |  | 工作平台
朗天峰 2座 6樓 J室,,"註冊處成交
一手",1房,$290,286 呎,"$10,135",露台 |  | 工作平台
朗天峰 1B座 19樓 G室,,"註冊處成交
一手",1房,$379,282 呎,"$13,443",露台 |  | 工作平台
朗天峰 2座 16樓 K室,,"註冊處成交
一手",2房,$422,370 呎,"$11,414",露台 |  | 工作平台
朗天峰 2座 20樓 J室,,"註冊處成交
一手",1房,$351,286 呎,"$12,277",露台 |  | 工作平台
朗天峰 2座 9樓 J室,,"註冊處成交
一手",1房,$290,286 呎,"$10,150",露台 |  | 工作平台
朗天峰 2座 12樓 A室,,"註冊處成交
一手",2房,$462,398 呎,"$11,608",露台 |  | 工作平台
Belgravia Place Belgravia Place 第1期 1A座 10樓 11室,,"註冊處成交
一手",1房,$436,264 呎,"$16,500",露台 |  | 工作平台
嘉峯匯 1B座 低層 G室,,成交,2房,"$24,000",460 呎,$52,露台
曉峯灣畔 4座 高層 C室,,成交,2房,"$18,000",510 呎,$35,露台
藍塘傲 5座 低層 B室,,成交,1房,"$17,500",405 呎,$43,露台 |  | 工作平台
上水中心 4座 低層 B室,,成交,2房,"$11,800",350 呎,$34,
豪廷峰 2座 中層 E室,,成交,-,"$39,000",806 呎,$48,
君德閣 低層 B室,,成交,2房,"$31,000",567 呎,$55,
葵涌廣場 1座 低層 E室,,成交,2房,"$14,500",318 呎,$46,
將軍澳中心 二期 03座 高層 A室,,成交,2房,"$18,000",465 呎,$39,
朗庭園 第一座 高層 C室,,成交,2房,"$13,600",434 呎,$31,
Miami Quay Miami Quay I 2座 低層 F室,,成交,1房,"$16,800",323 呎,$52,露台 |  | 工作平台
雲滙 2期 8座 低層 B1室,,成交,開放式,"$12,000",284 呎,$42,工作平台
柏傲莊 柏傲莊 II 5A座 低層 D室,,成交,2房,"$28,000",568 呎,$49,露台 |  | 工作平台
君傲灣 2座 中層 D室,,成交,2房,"$18,500",436 呎,$42,露台
星河明居 B座 低層 8室,,成交,3房,"$20,600",517 呎,$40,
The Yoho Hub B期 1座 高層 E室,,成交,2房,"$18,500",464 呎,$40,露台
尚翹峰 1期 3座 高層 C室,,成交,2房,"$27,000",489 呎,$55,露台
大埔中心 1期 03座 中層 C室,,成交,2房,"$13,500",361 呎,$37,
漁暉苑 C座 中層 8室,,成交,-,"$15,000",419 呎,$36,
宇晴軒 二期 1座 中層 B室,,成交,3房,"$23,000",554 呎,$42,露台
Silicon Hill University Hill 2A期 漾景閣第2座 中層 B5室,,成交,2房,"$17,000",406 呎,$42,露台
清水灣半島 2期 5座 高層 A室,,成交,3房,"$20,300",684 呎,$30,
翠擁華庭 10座 中層 A室,,成交,3房,"$21,000",696 呎,$30,
恆星樓 中層 H室,,成交,1房,"$12,000",335 呎,$36,
荔灣花園 B座 低層 6室,,成交,1房,"$12,200",426 呎,$29,
瑧蓺 中層 H室,,成交,1房,"$22,000",339 呎,$65,露台 |  | 工作平台
曦臺 1座 高層 E室,,成交,2房,"$18,500",496 呎,$37,露台 |  | 工作平台
栢景臺 2座 中層 B室,,成交,3房,"$63,000","1,128 呎",$56,
逸峯 第三座 中層 G室,,成交,2房,"$13,000",457 呎,$28,露台 |  | 工作平台
海典灣 第五座 高層 A室,,成交,3房,"$24,500",688 呎,$36,
卓爾居 二期 6座 中層 A室,,成交,2房,"$15,800",521 呎,$30,
愛琴海岸 8 座 低層 F室,,成交,3房,"$15,000",644 呎,$23,
沙田第一城 4期 45座 中層 F室,,成交,2房,"$15,000",284 呎,$53,
昇薈 7座 低層 B室,,成交,3房,"$32,000","1,034 呎",$31,露台 |  | 工作平台
華芝大廈 中層 A室,,成交,-,"$48,500","1,341 呎",$36,
瀚然 中層 B室,,成交,2房,"$63,000",980 呎,$64,露台 |  | 工作平台
深灣軒 1座 低層 H室,,成交,2房,"$21,900",479 呎,$46,
昇薈 7座 低層 B室,,成交,3房,"$32,000","1,034 呎",$31,露台 |  | 工作平台
皓畋 1座 高層 C室,,成交,2房,"$40,000",670 呎,$60,車位 |  | 露台 |  | 工作平台
花都廣場 04座 高層 D室,,成交,2房,"$10,800",370 呎,$29,
荃灣中心 杭州樓(3座) 低層 G室,,成交,1房,"$12,000",380 呎,$32,
日出康城 LP10 2-B座 高層 D室,,成交,2房,"$18,000",484 呎,$37,露台 |  | 工作平台
錦繡花園 J段(第四街) 4 街〈獨立屋〉,,成交,3房,"$25,000",848 呎,$29,
峻巒 (Park Yoho) Park Yoho Genova 2A期 15A座 中層 D室,,成交,2房,"$15,500",572 呎,$27,露台 |  | 工作平台
新時代廣場 1期 1座 高層 B室,,成交,2房,"$14,000",393 呎,$36,
加州花園 1A期(爵仕居)玉蘭徑 玉蘭徑〈獨立屋〉,,成交,3房,"$26,000","1,014 呎",$26,
珀麗灣 5期 31座 高層 C室,,成交,2房,"$18,500",589 呎,$31,露台
擎天半島 1期 3座 中層 H室,,成交,3房,"$36,000",748 呎,$48,
歐意花園 古洞路48號〈獨立屋〉,,成交,3房,"$31,000","1,466 呎",$21,
日出康城 領都 - 領凱 10座 R 高層 B室,,成交,3房,"$19,500",684 呎,$29,露台 |  | 工作平台
荃錦中心 2座 中層 B室,,成交,2房,"$14,500",378 呎,$38,
瓏璽 2座(天海鑽) 中層 A室,,成交,4房,"$60,000","1,243 呎",$48,露台 |  | 工作平台
沙田第一城 4期 43座 低層 D室,,成交,2房,"$13,500",304 呎,$44,
凱滙 II期 5座 低層 F室,,成交,2房,"$25,000",607 呎,$41,露台 |  | 工作平台
柏蔚山 3座 低層 J室,,成交,3房,"$44,000",879 呎,$50,露台 |  | 工作平台
迎海 三期(迎海．星灣御) 25座 低層 E室,,成交,2房,"$19,000",496 呎,$38,車位 |  | 露台 |  | 工作平台
翠濤閣 2座 低層 B室,,成交,2房,"$15,200",477 呎,$32,
駿景園 2期 08座 中層 C室,,成交,3房,"$31,000",974 呎,$32,
海茵莊園 1座 高層 A1室,,成交,1房,"$14,500",288 呎,$50,露台
新時代廣場 Yoho Midtown M7座 高層 C室,,成交,4房,"$30,000","1,047 呎",$29,露台 |  | 工作平台
銀湖天峰 7座 高層 G室,,成交,2房,"$19,800",564 呎,$35,露台 |  | 工作平台
海茵莊園 1座 高層 A1室,,成交,1房,"$14,500",288 呎,$50,露台
新港城 4期 G座 高層 8室,,成交,3房,"$20,800",551 呎,$38,
帝庭軒 1期 1座 中層 E室,,成交,2房,"$12,000",419 呎,$29,
海逸豪園 翠堤灣 22座 低層 C室,,成交,3房,"$34,000",785 呎,$43,
䨇寓 南翼 中層 B室,,成交,開放式,"$12,000",276 呎,$43,露台
維港峰 中層 A室,,成交,3房,"$60,000","1,124 呎",$53,露台 |  | 工作平台
日出康城 LP6 5座 高層 H室,,成交,1房,"$16,000",347 呎,$46,露台 |  | 工作平台
富景花園 04座 高層 E室,,成交,2房,"$14,000",431 呎,$32,
城．點 高層 D室,,成交,開放式,"$11,000",232 呎,$47,
都會駅 二期 (城中駅) 6座 中層 A室,,成交,3房,"$21,500",594 呎,$36,露台
泓景臺 二期 7座 中層 D室,,成交,2房,"$21,000",512 呎,$41,
The Henley The Henley II 1座 低層 F室,,成交,1房,"$20,000",381 呎,$52,露台
霞明閣 I座 低層 B3室,,成交,3房,"$28,000",758 呎,$37,
Monaco One 2A座 低層 H室,,成交,1房,"$19,000",321 呎,$59,露台
利奧坊．曦岸 2座 高層 G室,,成交,2房,"$22,000",399 呎,$55,露台 |  | 工作平台
豪軒 中層 B室,,成交,1房,"$18,000",374 呎,$48,
海怡半島 3期 18座 低層 G室,,成交,3房,"$27,000",888 呎,$30,
南里壹號 中層 1室,,成交,開放式,"$16,000",210 呎,$76,
迎豐 高層 H室,,成交,1房,"$15,500",261 呎,$59,露台
喜韻 1座 中層 A室,,成交,3房,"$27,000",730 呎,$37,露台 |  | 工作平台
皇府山 2座 高層 D室,,成交,2房,"$13,600",442 呎,$31,天台 |  | 露台
柏景灣 08座 高層 F室,,成交,-,"$24,000",466 呎,$52,
好運中心 D1座 ( 竹林閣 ) 中層 E室,,成交,2房,"$13,800",348 呎,$40,
Midtown South Baker Circle．Greenwich 高層 D室,,成交,開放式,"$14,200",212 呎,$67,車位 |  | 露台
日出康城 LP6 5座 低層 A室,,成交,3房,$838,658 呎,"$12,736",露台 |  | 工作平台
龍豐花園 A座 中層 5室,,成交,2房,"$12,000",333 呎,$36,
南豐廣場 6座 低層 C室,,成交,3房,"$21,500",608 呎,$35,
柏傲莊 柏傲莊 II 7B座 中層 B室,,成交,2房,"$30,500",617 呎,$49,露台 |  | 工作平台
寶雅苑 B座 低層 14室,,成交,開放式,"$14,300",443 呎,$32,
麗港城 4期 21座 高層 C室,,成交,2房,"$17,500",517 呎,$34,
河畔花園 A座 低層 8室,,成交,2房,"$11,800",242 呎,$49,
寶華大樓 13樓 C室,,註冊處成交,-,$230,193 呎,"$11,917",
南角道25號 3樓,,註冊處成交,-,$492,554 呎,"$8,881",
喜利大廈 11樓 B室,,註冊處成交,-,$650,920 呎,"$7,065",
豐裕大廈 10樓 A室,,註冊處成交,-,$288,300 呎,"$9,600",
顯明苑 低層 16室,,成交,1房,$380,545 呎,"$6,972",
The Yoho Hub The Yoho Hub II 8座 低層 B室,,成交,2房,"$18,000",436 呎,$41,露台
Sky-Garden 23樓 C室,,註冊處成交,3房,"$1,500",739 呎,"$20,298",車位
恆福花園 4座 11樓 B室,,註冊處成交,3房,$438,529 呎,"$8,280",
愛海頌 5座 19樓 C室,,註冊處成交,2房,$680,483 呎,"$14,079",
光明大廈 21樓 A室,,註冊處成交,-,$488,489 呎,"$9,980",
昇悅居 8座 16樓 H室,,註冊處成交,2房,$730,511 呎,"$14,286",露台
帝柏海灣 3座 28樓 F室,,註冊處成交,2房,$875,473 呎,"$18,499",
星河明居 B座 9樓 9室,,註冊處成交,3房,$798,593 呎,"$13,457",
新屯門中心 6座 3樓 D室,,註冊處成交,3房,$450,603 呎,"$7,463",
嘉湖山莊 翠湖居 3座 19樓 G室,,註冊處成交,3房,$458,548 呎,"$8,354",
海之戀 2期(愛炫美) 3C座 10樓 D室,,註冊處成交,2房,$826,538 呎,"$15,353",露台
港灣豪庭 一期 6座 31樓 F室,,註冊處成交,3房,$490,474 呎,"$10,338",
新屯門中心 6座 3樓 D室,,註冊處成交,3房,$450,603 呎,"$7,463",
嘉湖山莊 翠湖居 3座 19樓 G室,,註冊處成交,3房,$458,548 呎,"$8,354",
海之戀 2期(愛炫美) 3C座 10樓 D室,,註冊處成交,2房,$826,538 呎,"$15,353",露台
港灣豪庭 一期 6座 31樓 F室,,註冊處成交,3房,$490,474 呎,"$10,338",
朗屏8號 1座 26樓 H室,,註冊處成交,2房,$577,481 呎,"$11,992",露台 |  | 工作平台
新港城 海濤居 4座 19樓 F室,,註冊處成交,2房,$530,414 呎,"$12,802",
帝濤灣 浪琴軒 5座 6樓 B室,,註冊處成交,3房,$800,"1,212 呎","$6,601",車位
得寶花園 G座 24樓 G8室,,註冊處成交,2房,$293,253 呎,"$11,581",
仁樂大廈 B座 5樓 N室,,註冊處成交,-,$200,290 呎,"$6,897",
人和悅大廈 10樓 A2室,,註冊處成交,-,$300,332 呎,"$9,036",
星河明居 B座 9樓 9室,,註冊處成交,3房,$798,593 呎,"$13,457",
大埔中心 6期 15座 19樓 D室,,註冊處成交,2房,$515,462 呎,"$11,147",
美登大廈 11樓 D室,,註冊處成交,-,"$1,050","1,015 呎","$10,345",
安泰樓 1樓 E室,,註冊處成交,2房,$265,263 呎,"$10,076",平台
現崇山 2座 37樓 C室,,註冊處成交,3房,"$1,318",764 呎,"$17,251",露台 |  | 工作平台
太古城 金殿臺 明宮閣 24樓 A室,,註冊處成交,3房,$823,702 呎,"$11,724",
康怡花園 Q座 29樓 16室,,註冊處成交,3房,$845,616 呎,"$13,718",
灣景花園 2座 5樓 F室,,註冊處成交,3房,$748,773 呎,"$9,677",
好順福大廈 21樓 F室,,註冊處成交,-,$265,274 呎,"$9,672",
天寰 星寰匯1座 B室,,成交,3房,"$57,000","1,173 呎",$49,複式 |  | 花園 |  | 露台
凱滙 II期 5座 低層 J室,,成交,1房,"$22,000",391 呎,$56,露台 |  | 工作平台
怡心園 2座 5樓 A室,,註冊處成交,3房,$567,656 呎,"$8,640",
青蓮閣 G樓 E室,,註冊處成交,2房,$400,347 呎,"$11,527",
天馬苑 B座 (駿威閣) 3樓 1室,,註冊處成交,1房,$298,363 呎,"$8,209",露台
麗晶花園 12座 6樓 C室,,註冊處成交,2房,$285,407 呎,"$7,002",
天頌苑 O座 ( 頌棋閣 ) 19樓 12室,,註冊處成交,1房,$320,535 呎,"$5,981",
清水灣道8號 清水灣道 8 低層 H室,,成交,3房,"$27,500",727 呎,$38,
Midtown South The Haddon 16樓 D室,,"註冊處成交
一手",2房,$802,411 呎,"$19,515",露台 |  | 工作平台
Midtown South The Haddon 17樓 D室,,"註冊處成交
一手",2房,$809,411 呎,"$19,690",露台 |  | 工作平台
Midtown South 必嘉坊．迎匯 19樓 M室,,"註冊處成交
一手",開放式,$395,214 呎,"$18,480",露台
緹岸 2期 5座 20樓 J室,,註冊處成交,開放式,$185,223 呎,"$8,296",露台
雲滙 2期 9座 低層 B1室,,成交,2房,$590,441 呎,"$13,379",露台 |  | 工作平台
Belgravia Place Belgravia Place 第2期 2座 21樓 8室,,"註冊處成交
一手",2房,$571,351 呎,"$16,272",露台 |  | 工作平台
皇都 16樓 B6室,,"註冊處成交
一手",1房,$748,361 呎,"$20,709",露台 |  | 工作平台
皇都 15樓 B2室,,"註冊處成交
一手",2房,"$1,007",547 呎,"$18,411",露台 |  | 工作平台
利奧坊．首隅 19樓 H室,,"註冊處成交
一手",2房,$687,351 呎,"$19,585",露台 |  | 工作平台
波老道21號 1期 6號及7號 1樓 6室,,"註冊處成交
一手",4房,$1.26,"2,032 呎","$62,156",車位 |  | 花園 |  | 平台
港島南岸 晉環 1A座 37&38樓 C室,,"註冊處成交
一手",4房,"$4,220","1,292 呎","$32,663",複式 |  | 露台 |  | 工作平台
林海山城 2座 G樓 A室,,"註冊處成交
一手",3房,"$1,261","1,043 呎","$12,092",
朗天峰 2座 22樓 E室,,"註冊處成交
一手",1房,$386,288 呎,"$13,410",露台 |  | 工作平台
朗天峰 1A座 22樓 H室,,"註冊處成交
一手",2房,$516,403 呎,"$12,797",露台 |  | 工作平台
朗天峰 2座 8樓 J室,,"註冊處成交
一手",1房,$298,286 呎,"$10,432",露台 |  | 工作平台
凱和山 3座 11樓 G室,,"註冊處成交
一手",2房,$635,586 呎,"$10,835",露台 |  | 工作平台
啟德海灣 啟德海灣 1 2A座 7樓 J室,,"註冊處成交
一手",1房,$514,305 呎,"$16,846",露台 |  | 工作平台
日出康城 Grand Seasons 1A座 12樓 C室,,"註冊處成交
一手",2房,$639,453 呎,"$14,102",露台 |  | 工作平台
黃金海灣 意嵐 3座 23樓 N室,,"註冊處成交
一手",開放式,$320,307 呎,"$10,423",露台 |  | 工作平台
德福花園 N座 中層 12室,,成交,2房,"$18,500",551 呎,$34,
景峰花園 5座 10樓 J室,,註冊處成交,2房,$350,480 呎,"$7,292",
青衣邨 宜逸樓 (4座) 24樓 1室,,"註冊處成交
一手",開放式,$64.23,-,-,露台
永興大樓 3樓 B室,,註冊處成交,-,$290,394 呎,"$7,360",
新蒲崗大廈 2樓 B6室,,註冊處成交,-,$350,516 呎,"$6,783",
嘉亨灣 2座 中層 G室,,成交,2房,"$23,500",498 呎,$47,
柏景灣 08座 中層 A室,,成交,3房,"$36,300",737 呎,$49,
海怡半島 3期 22座 17樓 D室,,註冊處成交,2房,$685,590 呎,"$11,602",
啟田大廈 A座 3樓 6室,,註冊處成交,2房,$355,469 呎,"$7,569",
雅樂花園 B6座 2樓,,註冊處成交,2房,$460,671 呎,"$6,855",車位 |  | 天台
天富苑 G 座 (興富閣) 1樓 6室,,註冊處成交,3房,$330,650 呎,"$5,077",
德發大廈 20樓 B室,,註冊處成交,2房,$298,282 呎,"$10,567",
黃埔花園 十二期 2座 5樓 B室,,註冊處成交,2房,$688,607 呎,"$11,334",
尚．珒溋 1座 20樓 J室,,註冊處成交,2房,$840,479 呎,"$17,537",露台 |  | 工作平台
太湖花園 一期 7座 12樓 C室,,註冊處成交,2房,$390,355 呎,"$10,986",
愉景灣 頤峰 頤峰5座 (峻山閣) 3樓 F室,,註冊處成交,1房,$310,456 呎,"$6,798",
沙田中心 新寧大廈 5樓 G室,,註冊處成交,2房,$388,310 呎,"$12,516",
美樂花園 9座 12樓 A室,,註冊處成交,2房,$398,589 呎,"$6,757",
采葉庭 16座 9樓 D室,,註冊處成交,2房,$437,460 呎,"$9,500",
大埔廣場 2座(宜輝閣) 32樓 F室,,註冊處成交,2房,$343,377 呎,"$9,098",
俊民苑 A座 3樓 8室,,註冊處成交,3房,$478,525 呎,"$9,105",
翠竹花園 4座 21樓 C室,,註冊處成交,3房,$318,591 呎,"$5,381",
麗港城 4期 21座 8樓 H室,,註冊處成交,3房,$750,748 呎,"$10,027",
泓都 1座 40樓 G室,,註冊處成交,3房,"$1,300",663 呎,"$19,608",天台 |  | 露台 |  | 工作平台
正大花園 4樓 D室,,註冊處成交,2房,$715,672 呎,"$10,640",露台
富亨邨 亨昌樓 (3座) 18樓 6室,,註冊處成交,開放式,$198,385 呎,"$5,143",露台
尚匯 21樓 F室,,註冊處成交,1房,"$1,398",663 呎,"$21,086",露台 |  | 工作平台
錦華花園 B座 5樓 2室,,註冊處成交,-,$320,348 呎,"$9,195",
嘉亨灣 1座 39樓 B室,,註冊處成交,3房,"$1,370",673 呎,"$20,357",露台 |  | 工作平台
日出康城 Malibu 3B座 40樓 E室,,註冊處成交,1房,$522,368 呎,"$14,185",露台
嘉富麗苑 2座 36樓 B室,,註冊處成交,3房,"$3,938","1,562 呎","$25,211",車位
名城 2期(盛薈) 2座 7樓 SD室,,註冊處成交,3房,$950,680 呎,"$13,971",露台 |  | 工作平台
沙田第一城 1期 2座 2樓 C室,,註冊處成交,2房,$360,327 呎,"$11,009",
日出康城 LP6 5座 49樓 N室,,註冊處成交,1房,$550,379 呎,"$14,512",露台 |  | 工作平台
港景苑 14樓 C室,,註冊處成交,2房,$450,372 呎,"$12,097",
愉景灣 海澄湖畔 天澄閣 (M2座) 15樓 C室,,註冊處成交,1房,$488,498 呎,"$9,799",露台
逸雅苑 A座(逸榮閣) 19樓 1室,,註冊處成交,開放式,$302,443 呎,"$6,817",露台
康栢苑 E座 (欣柏閣) 19樓 8室,,註冊處成交,2房,$352,401 呎,"$8,778",露台
都會駅 二期 (城中駅) 8座 16樓 C室,,註冊處成交,4房,$980,894 呎,"$10,962",平台 |  | 露台 |  | 工作平台
美孚新邨 六期 蘭秀街27號 7樓 B室,,註冊處成交,3房,$650,716 呎,"$9,078",露台
德福花園 N座 中層 12室,,成交,2房,"$18,500",551 呎,$34,
德發大廈 18樓 B室,,註冊處成交,2房,$290,282 呎,"$10,284",
景峰花園 5座 10樓 J室,,註冊處成交,2房,$350,480 呎,"$7,292",
啟岸 中層 A2室,,成交,開放式,$340,189 呎,"$17,989",露台
Midtown South The Haddon 19樓 K室,,"註冊處成交
一手",1房,$493,262 呎,"$18,808",露台 |  | 工作平台
滙都 滙都II 5座 11樓 A09室,,"註冊處成交
一手",2房,$446,417 呎,"$10,693",露台 |  | 工作平台
Grand Yoho 2期 8座 中層 G室,,成交,2房,"$18,800",543 呎,$35,露台
皇都 18樓 B6室,,"註冊處成交
一手",1房,$671,361 呎,"$18,576",露台 |  | 工作平台
